
Reza Marzban
The following sort functions are done on the whole data provided, but only 50 record of each query's result are printed just to show a subset of results and also save space.
-----------------------------
Testing the functions and printing their results:
1.Sorting Blocks by Gas Used increasing:
block hash	block number	size	time stamp	total difficulty	miner	gas limit	gas used
block hash	block number	from	to	contract id	gas price	txn hash	index	value(token)
 
0xccdf253ad76f9a4228bd397b4a74420baf7d4c8727ca043f62f1e8d11bf7ce58	3110152	0xf17650d33a3eeb099b22a7cc53855659b947211d			50000000000	0xe6697a40f6876b2f03e724bf06444a103636cba59e22e1bf8dc2f2e26f58078d 
 
0xb11d966382a312d2751a733731ca968b86e51a7ab515dbedf24959dcf8bea129	3110170	0x2075da6c351a9929a1708169c0af1df39d0d5a35	0x0010822efcbbea5ceabf1b180bc9c73c6dfffbb0	0x0010822efcbbea5ceabf1b180bc9c73c6dfffbb0	20000000000	0xd85a168cfec607c4af5a6e089315e39cffb53ab526ae8f7e2493ff107dd9acbf	1	2.54E+17 
 
0xcf83abd111d1f0f14d255aa5c42081e9787644f6e4ddb1ed75517359199cf0d1	3110172	0xbb1699d16368ebc13bdc29e6a1aad50a21be45eb	0x0010822efcbbea5ceabf1b180bc9c73c6dfffbb0	0x0010822efcbbea5ceabf1b180bc9c73c6dfffbb0	1000000000	0x6e83e0f96b203c190668da64ccf2df7d03d95b0658cc05bb04eabab8f4ab1446	6	0 
 
0x27028fc179008fc277f0d52e1d780a97c9f81ea4dd9d1aa639e39a5321b6316b	3110176	0xbb1699d16368ebc13bdc29e6a1aad50a21be45eb	0x0010822efcbbea5ceabf1b180bc9c73c6dfffbb0	0x0010822efcbbea5ceabf1b180bc9c73c6dfffbb0	1000000000	0x36f5edc46db6eeca70b1ce8895eefeaf6879545b2b1d3e68a748667b093ba6d6	14	0 
 
0x3d827fcedb386b6051df53526bd0804ff875f2eb4fdd8031f3095d86910d47aa	3110301	0xbb1699d16368ebc13bdc29e6a1aad50a21be45eb	0x0010822efcbbea5ceabf1b180bc9c73c6dfffbb0	0x0010822efcbbea5ceabf1b180bc9c73c6dfffbb0	1000000000	0x02efa4e5b1347aa9d6fbe63c06cac32829c155ac1ace32b8f1a1792d04f1d451	7	0 
 
0xf5acaf045a133d5332ae2fa91a202a2c18aca3dbc5a94564a4914a54f56e0c71	3110652	0xe631918472435b5eb6b1e99b77420d04d0f15d52	0x0020dd5d4e0c0c3498c5e0bad909b593fa132ecd	0x0020dd5d4e0c0c3498c5e0bad909b593fa132ecd	1000000000	0x92fcb9567dbeed0ecdd1d7c683c051ba20fb2ca4c5492f400d50cb7999e26c2c	10	1.00E+17 
 
0x7d6ab65bf20ebe53fdaaa826aa6c18d805a13df72563695f773a02cf63c12b5b	3110006	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0xa44d655c8bbf8a2b7ca44a65fb52bfa9d7eadbb6da8e551bdd466abf8c253c0a	8	0 
 
0x3c6e977eeaecbd2d1445b810b8c6d55b7b2282b61e7a2cbc9767944e4aec6e33	3110014	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x079bfcc7e34a67ebfaac6f9f945521f5c15d4cbea2f22680d07a30778b0d3e09	7	0 
 
0x43e6e0b40b0e8cd32234e8e6d301b890d1c1c3e0c091c0e251c551894431f416	3110022	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x73fb20020d5b0bd042ca685fd96de3d472a1b873567aa48422eeb6504b5600a1	2	0 
 
0x6ae4b7ab518350874909d069850c2019bfcbe43a9f0105eeb3666aa75a294c7d	3110030	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0xe89d612f8cc38f17879f95282d67005a18561535093ea6a1daebd3315092551d	0	0 
 
0xbb49c4f436ebaaed889ae63bdf754c521d0dbf33781fd8e24a35bd9909094d8d	3110038	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0xd108ade083918f16ddd4b9149218ae973ac3757767f00e7f82b4788c316e2480	3	0 
 
0xc67bcc2ccba2a3ee6b2d3fbeb7630effb4feb15ad4ed4ccc311a94643bca13d9	3110046	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x8c613b912be353d22e49e51a7f29c991db487d82af1e9f510692f31b1e72b231	4	0 
 
0x3521e94462e46166c621794df2aa5dd1c5f85ec86c007e5b6e43cd8b1373300e	3110054	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x3b3e3fee711014792478308f98fb26c82eee7ada231a98ba7fbc786c15a6b10c	3	0 
 
0xca5b74604e64de1ae6411da9e3db1e40dc77f195e4369a7fa2d7b1c75aee8a87	3110062	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0xac1ddeefc8791993ee0fca1fb03d53e69e127b0ec28086f035d89f4283bd3754	2	0 
 
0xe70684be5d31e98a9c0872a791f7c377a4a515773d05a69d4423e09fc047724f	3110070	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x85e3ee1db98cc0e00605785ce6f21c06ca11edafc14038c83aaee5fc47b231df	0	0 
 
0x4d2b0f1584babf759d6bf46473999f3c7f213e0b30e355b83d7f363657127ae3	3110078	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x7d9a80b93ca5aa0d3dc30e463376723b5d0f161fb92719b995751f61f51c62c2	1	0 
 
0xc7c13dbe3676f02b51fdf756ef82b37c80da199d0b3302473d4149ae8c4923d7	3110086	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x064beb010ed06b08673ad485fd93d1d2f7500068605ac38151c72b083cde0864	3	0 
 
0xb65ee9d613dd93fee0c1abf93299208f1406283699eff62cf5b25f142de1f4e0	3110094	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0xa74ab1e46f6061b07714c377a1ec302b6171160b7ece982f5e7b50b43b184719	1	0 
 
0xf2de0b0f935aacbc80915e6f1218f15d4f07d18d1e196d2d1b29ba106e0baae8	3110102	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x0f987da90d46acc375fc4a5ca97955acae2239779d33554990d0147e8ad9422c	4	0 
 
0xdcfe8d026ea2eec4114078bb8a5bdf1c60ad41655f8470a45f27bef5ca2729e8	3110110	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x810a743b63763b2103e9793cbfebcf73ad86771dec243356a69ef22772f8c2ed	3	0 
 
0xc0b4772b116decbfdf3e509ef3221b436fd5ebf5e7a9e2f908312edd938eb970	3110118	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x601e7333681e6e28d0149e9c1220f04657e70b753b9bbbc32426469ecb6e71a4	2	0 
 
0xcdd0b956d76b16f136677fc8a941f8a2b805048f524643cbc000cecb0709c497	3110126	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0xa56d1b9bb7f4ee28e3acba4c5bc8f6c57bba7421099f29c32b91ffc7694a9137	3	0 
 
0xa421d3f3e58eab2e59a594af28067bc5e24b616f6c48178a1724f87c70b9545f	3110134	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x9335ce7e4c60f7eb3205a7b4d4aaa7565e6dd1e949f25c38b284f78f0863cf08	2	0 
 
0x052db7832511f373bd056b401f5a4a3478c1a5064825d28e06d1aae347e0b4f3	3110142	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0xfc8272f3ef3d5ebd7678c6d28cb0d437c4fc35e6a4133dd0a3109e8569a7eb80	0	0 
 
0x15dd8cf197a9915da3ebcd3f19679fdcd272456d3dd40e2ff893cd87660ae988	3110150	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x08b4b57ae3c4d45da8882dcd6f4bd6502d4a3b17e99b87af2ae95ba7e9b8cf78	2	0 
 
0xa0e0296cbd6263de2d26ee57f34180061c47c78c1eb05286c7bf1107ee045859	3110158	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x79393b109b22667c89cb7213252d4876e675348221d9fb6dae415ec3c49cfdc8	3	0 
 
0x5d7e7fcc9aec7fca67b954e0db1bdf786c70c8365c63f021b63053ee64cbccd8	3110166	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x78ab556030c926995bb712f9ca675da0fef8bf507469ed7ffc2098cbfa4b14f6	4	0 
 
0xedb22cfe75c7d26e114795780e780cf2c30c934798c7cdfd4570edbc63d846dc	3110174	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x9d1f86ef79c7942701fcf92678905edc21901bdcfca8dd2886ac7725c17cb6fe	1	0 
 
0x062cb5d6613e68277be609e8bb926104054a6202b19b5f508a1283a18600df13	3110182	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x329410ad69089e8e55dfdb14af6551582c61fc892ae1340856dae52206c524e1	1	0 
 
0x213fbdd2b9159da9ec93d4f520734d9e537a3a6348c5c8866ba483a10725158e	3110190	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x937a47c39078c00d1169d68aa93aa3abc21a0cdfad10927f19ffb6dd14adfdee	1	0 
 
0x23d4449c7cc307c52446774e8cab36fc03300be23c2c423dd331b302660d9a67	3110198	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x0a1d5472a7ae7b5f75bf6274be2f14f7b8c2ee6723877f35dd7476320e4da4bf	1	0 
 
0xcc23400186be40f0ff7c3398350b319de2bf75d16aaeac2cefd35e6e0435a0f6	3110206	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x4ba586d6d239f52089009991d679859d81139e248327d715d6368aec4302efb1	2	0 
 
0x8ddf8b6b399568bf0be63a83b61e62fdb12ef10e0f63ca86206a1279c44089ec	3110214	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0xf40398811b4e182844d6e53aaa17ac5c2b6c4b849ee69601d6475bcefe4ba2dc	1	0 
 
0xd3e3b091f05ef46a3cda2cb9347561cd4d8c0eab9b16f0467fa8c119da69bd6f	3110222	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x63fe5e4a4661c9c15bc7d30eb96b7e95bdbf1e40360430279b3b15214e17ebc6	2	0 
 
0x29404b3a81b6d886e97cf87cbcc8eb86e639c9ac5363edebc85ccc9259fa1ccd	3110230	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x7c87fc062a97872abfe6308793491e09d5dab9a29e1f92ad615880359842af28	1	0 
 
0x0f532bb0abeffdcc253d27ac9f6c1000c41053982dd4b007be952042f165f28d	3110238	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0xd2e10f6086fbfb386e7bd80649ea52bb5aca9d15d9ea43999dfcc9bc2e34165d	4	0 
 
0x748fd6c17cc765fb9b0340a18892caea001be3388bfd25cae1d78ce58be76cfc	3110246	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x28a9de551862ef53c1bfbd540ee6dfc4d6dcca0e2a8bcedee83495cd71a9499e	2	0 
 
0x1490058d5ff7530583bd579fe0f3af2f198bf46fcd6d7192c8197014aac43539	3110254	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x81f8bb48f5ec40b673bb9406259235091e22e61542778ea025321c8d4c93f539	2	0 
 
0x229dfc827fe4c02d981348e5ed1b3c61ef561357eb0f562d966dd8d2849fc10d	3110262	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x9d820c8b061bf38d77604fab2dbd1fb5faa47e75cf1029783eeceaf95de47244	2	0 
 
0x525a039155ab3f4933b5a1482f064f1a81889265341151054dacf5fcb47143e6	3110270	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0xb64aea5124dc36f4b728190e17a62746422ecdab56dd9a5cc12aa4b160384d5a	1	0 
 
0xd297ccc2f132657caebddc6fcca0ecd33612187a7b0ab2563b0b95575884bf50	3110278	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x3b8722918982894012d53a13747f0811f43c709151f85172465ab715c84ae6b4	1	0 
 
0x24366239968f0f83b4d4e4f16792c53ab95229ec46bbc80256593e5c2cf153fa	3110286	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x0ca725c2dca8f4af8fc411384ce7373d0ef6ca64e05fc81809ffff7a9a4284d1	1	0 
 
0xd79a2bf6030a11d5313af85dccb4e6f3e8565794324905737ff8b6942532ab0c	3110294	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0xc4df61500fcde31e3928cb8aced1e486854d46f3c7255841be469f3e22461efe	1	0 
 
0x79f16fcb1f2e717e868044849bc51e8d8a4b5309954290c05123ad796d9963b7	3110302	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x01b5cae21e2cd09543529a2e8753bd877ea218953ab1598ed7ff338726aef2a4	1	0 
 
0x732d4625b7f48fdde16773f276a6db0ac50b6acdefbdfca3a05eec4ff6d76c26	3110310	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x500cbc3b3ee22d6a8259447d6fc7af49878d013befcc8b997501c3dc43e295cc	3	0 
 
0x1981a2902fd4cc9b9282f1771875d2cd57cbce4b29c3a74dc94f45c595604b9f	3110318	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0xa30a0962bc96584115f7f9c2db90bcdff81aeaa8e153c8c18658933c7df91e8f	1	0 
 
0xfbc68113e626441002c8c8f75a2fabe5e8910674e055df1d4f68261664073a15	3110326	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x8bc99b767fd02860d5e7c08402d49c89583f2b5b0e32c4ff97758a51977fdd11	3	0 
 
0x22e507525c5228981d60de200455aef076a2bb7a34508206e2ece22b385eabd5	3110334	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0xaec81023af5f63a1e70b2631ac5060d1658a56453b89d64da40ff1911e45e6f4	1	0 
 
0x5ee7334e8264fe7cd736e076f518bd353143627089aa582c43989ed9838df854	3110342	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x215f714456a905d357c172571e1f79ea784e62a9cc535beed1e866dda5ba3925	1	0 
 
0x6638ecefa17f05f1dca71abfae37421352834e9f40b63b5f11b210b9e6e80c38	3110350	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x8868b52ead33ffe3585150eaa5ffc79b9ba891efb60de91b981590d9c54ff47a	1	0 
 
 
-----------------------------
running time of sort all transactions per contract Add in an increasing order of block#(Quick Sort)  on the whole data (in milliseconds): 25
__________________________________________________________________________________________________

6.Searching for a particular Block# (3110014 in this case) and display its transaction List:
block hash	block number	from	to	contract id	gas price	txn hash	index	value(token)
 
0x3c6e977eeaecbd2d1445b810b8c6d55b7b2282b61e7a2cbc9767944e4aec6e33	3110014	0xa4d6ff84f3fc783f3f7f71177958cff19dd7ffc4	0x47477c3d945a45a8cf1d454d94ed4a21e691559d	0x47477c3d945a45a8cf1d454d94ed4a21e691559d	42000000000	0xa93122105a26a7defe8d29f3c0863e7db97c08d845d77983ccc215435f0d6b03	0	0 
 
0x3c6e977eeaecbd2d1445b810b8c6d55b7b2282b61e7a2cbc9767944e4aec6e33	3110014	0x13a9a2ae288b5ee9de55d5355b3344fb1a601934	0x9680100ca7b3c07112a0b84ed8b7a23081d56118	0x9680100ca7b3c07112a0b84ed8b7a23081d56118	20000000000	0x9e3a5e0ac798348502d0c67ad2a7b540add8c9ebd212638a743e9d053d434e92	1	0 
 
0x3c6e977eeaecbd2d1445b810b8c6d55b7b2282b61e7a2cbc9767944e4aec6e33	3110014	0x11b2add67c41dbc1f6971c40bdce225f6b7bbdd7	0x59ffb76b27f6bb0e01f2fa105734ec6144eca6e2	0x59ffb76b27f6bb0e01f2fa105734ec6144eca6e2	10000000000	0x4785a03dd4b9e919ef5dbbcdcfbd3a48d592519eaa8e455144d5bc167e733753	2	0 
 
0x3c6e977eeaecbd2d1445b810b8c6d55b7b2282b61e7a2cbc9767944e4aec6e33	3110014	0xa455232135b2d6f2e50d7a1131d7e5752f9cb77d	0x59ffb76b27f6bb0e01f2fa105734ec6144eca6e2	0x59ffb76b27f6bb0e01f2fa105734ec6144eca6e2	10000000000	0xd3b09c2901d20610064f7b51f5cbd67bde57bbbbb66b6e4d88fcab4ab5c1e64c	3	0 
 
0x3c6e977eeaecbd2d1445b810b8c6d55b7b2282b61e7a2cbc9767944e4aec6e33	3110014	0xc704c6e0e45fda6630c158c0cfa70d0129ffb8d3	0x59ffb76b27f6bb0e01f2fa105734ec6144eca6e2	0x59ffb76b27f6bb0e01f2fa105734ec6144eca6e2	10000000000	0x8fd1c60414248364d84e2a7b7faba93286ec4dc7cce1c3d0ccbb80bee11992ea	4	0 
 
0x3c6e977eeaecbd2d1445b810b8c6d55b7b2282b61e7a2cbc9767944e4aec6e33	3110014	0x4412ba9d553353ec9de21f141fbe88990df91593	0x59ffb76b27f6bb0e01f2fa105734ec6144eca6e2	0x59ffb76b27f6bb0e01f2fa105734ec6144eca6e2	10000000000	0xcca49e4e2ed784968193320a30d9a359918104afda3d1207d8e23a5344e3537d	5	0 
 
0x3c6e977eeaecbd2d1445b810b8c6d55b7b2282b61e7a2cbc9767944e4aec6e33	3110014	0xce64aa60c9010a3c9678af5d9bb65ef8c5bae38d	0x59ffb76b27f6bb0e01f2fa105734ec6144eca6e2	0x59ffb76b27f6bb0e01f2fa105734ec6144eca6e2	10000000000	0x1f286c6c119d7cfe0d863b0c918c2e348bf25a23078b94b82c4afac623d279bd	6	0 
 
0x3c6e977eeaecbd2d1445b810b8c6d55b7b2282b61e7a2cbc9767944e4aec6e33	3110014	0x7cfbe900247e5191d42416e348e912a988833ebf	0x0029125222c5ceb7559cbf3d7d6560dd76587201	0x0029125222c5ceb7559cbf3d7d6560dd76587201	6000000000	0x079bfcc7e34a67ebfaac6f9f945521f5c15d4cbea2f22680d07a30778b0d3e09	7	0 
 
0x3c6e977eeaecbd2d1445b810b8c6d55b7b2282b61e7a2cbc9767944e4aec6e33	3110014	0xf41a0a9fcd1dda313642e69e1ea0fad2dbbd9a9b	0x7b36d8be6f92818dc30f532ae2a67128b4b92b21	0x7b36d8be6f92818dc30f532ae2a67128b4b92b21	2000000000	0x67189704ca4c0ba7a76ca69f082c3904db7f76eaf18186ca73b6dfa32c4d12db	8	2.35E+17 
 
0x3c6e977eeaecbd2d1445b810b8c6d55b7b2282b61e7a2cbc9767944e4aec6e33	3110014	0x215e2ce965e21781472fd6799e1317e4f4a39419	0x170fe03d088bb080d223f3deeda3de6345f9a141	0x170fe03d088bb080d223f3deeda3de6345f9a141	2000000000	0x310a6359fd65a1a3b6f355aac55943a89976c523471dadd1617200f23dd6cb52	9	0 
 
0x3c6e977eeaecbd2d1445b810b8c6d55b7b2282b61e7a2cbc9767944e4aec6e33	3110014	0x8a37b79e54d69e833d79cac3647c877ef72830e1	0x54a298ee9fccbf0ad8e55bc641d3086b81a48c41	0x54a298ee9fccbf0ad8e55bc641d3086b81a48c41	1000000000	0x74333fe7c4d2dc2d2cad6332fecbdc345b9e4b3f1f63dbe8e3f3332bb4086d82	10	0 
 
0x3c6e977eeaecbd2d1445b810b8c6d55b7b2282b61e7a2cbc9767944e4aec6e33	3110014	0x3021a343a1d878812d792beb53a0a870230d20da	0x430892e8cef7c8a93e5d4972174732b1319d9972	0x430892e8cef7c8a93e5d4972174732b1319d9972	1000000000	0x0ba9b283010d91056c0c635b57a7ae551ef3da4b3583abc9c396a1831fc53d19	11	0 
 
 
-----------------------------
running time of Searching for a particular Block# (3110014 in this case) and display its transaction List on the whole data (in milliseconds): 4
__________________________________________________________________________________________________

7.Searching for a particular Transaction Hash# and display its Block# and gas fee:
(Searching for: 0xa44d655c8bbf8a2b7ca44a65fb52bfa9d7eadbb6da8e551bdd466abf8c253c0a)
Blockno   index   TXN Fee(ETH) 	 Tx hash 
 
3110006	8	6000000000	0xa44d655c8bbf8a2b7ca44a65fb52bfa9d7eadbb6da8e551bdd466abf8c253c0a 
 
 
-----------------------------
running time of Searching for a particular Transaction Hash# and display its Block# and gas fee, on the whole data(in milliseconds): 34
__________________________________________________________________________________________________

8.Identify and list up all transactions from a particular node (public key) and its total transaction fee:
(Searching transactions from: 0xa455232135b2d6f2e50d7a1131d7e5752f9cb77d)
Total Transaction Fee (ETH): 5.4E11
block hash	block number	from	to	contract id	gas price	txn hash	index	value(token)
 
0x68d8fa06931e987f2fffe9df8ae406b7d1eb25c8e107272944d110d1580edb62	3110000	0xa455232135b2d6f2e50d7a1131d7e5752f9cb77d	0xad972cdf8e47f0c3af3b9596b1a6e8868a8d792b	0xad972cdf8e47f0c3af3b9596b1a6e8868a8d792b	10000000000	0xcf97cf67889304e6a66e4a3b18b4c3fcb0a93ba4a0eaba96532ea24a18067b2c	17	0 
 
0x68d8fa06931e987f2fffe9df8ae406b7d1eb25c8e107272944d110d1580edb62	3110000	0xa455232135b2d6f2e50d7a1131d7e5752f9cb77d	0x59ffb76b27f6bb0e01f2fa105734ec6144eca6e2	0x59ffb76b27f6bb0e01f2fa105734ec6144eca6e2	10000000000	0x8562a668a6cca786812f0504f2194bf7c7631f57599c82b28639ea1736db4d45	18	0 
 
0x68d8fa06931e987f2fffe9df8ae406b7d1eb25c8e107272944d110d1580edb62	3110000	0xa455232135b2d6f2e50d7a1131d7e5752f9cb77d	0xb8c769a01d9dfd67e71c4142d3161fb78f9b531d	0xb8c769a01d9dfd67e71c4142d3161fb78f9b531d	10000000000	0xa53a0d1c1236d5303c39c0b84a35c072eb681757de21c544b65998e41b3298fb	19	0 
 
0x68d8fa06931e987f2fffe9df8ae406b7d1eb25c8e107272944d110d1580edb62	3110000	0xa455232135b2d6f2e50d7a1131d7e5752f9cb77d	0xa00fffded870843a4353e7a19635f3b4f3b0a109	0xa00fffded870843a4353e7a19635f3b4f3b0a109	10000000000	0x0ccd2252789982ae3d5965dbffe040c8ef2e5bfcbff0ac1d20668eb8c90f06d7	20	0 
 
0x5e554b392521846bb6f25af11498813a95e33137e231de7a41707da335e4f823	3110003	0xa455232135b2d6f2e50d7a1131d7e5752f9cb77d	0xad972cdf8e47f0c3af3b9596b1a6e8868a8d792b	0xad972cdf8e47f0c3af3b9596b1a6e8868a8d792b	10000000000	0xf1aa1503b6ee1061b1454bcc21056a3b5eb7bffbb9674b7ca57a6edfb92562d6	9	0 
 
0xca2465fd03c32739ccdbc65c471035cd5df4b859e314df15886d903647cb6f96	3110004	0xa455232135b2d6f2e50d7a1131d7e5752f9cb77d	0xa00fffded870843a4353e7a19635f3b4f3b0a109	0xa00fffded870843a4353e7a19635f3b4f3b0a109	10000000000	0xa675a8959fae94a4e8f36fe444a0f0ec893260414bbc396d4bb398836475a319	9	0 
 
0x0d7b278311a55cbf131865e8a3206eb14eaf33841a03ea6d100c2b1897b45942	3110007	0xa455232135b2d6f2e50d7a1131d7e5752f9cb77d	0xa00fffded870843a4353e7a19635f3b4f3b0a109	0xa00fffded870843a4353e7a19635f3b4f3b0a109	10000000000	0xf6617467b2c18a7b464d1c5f7c8d8f5b815143db1cb13455b03e651616a89722	4	0 
 
